WP_003856023.1 WP_003856023.1 100.000 309 0.0 633 WP_000163033.1
WP_003856078.1 WP_003856078.1 100.000 252 0.0 514 WP_000114489.1
WP_003856080.1 WP_003856080.1 100.000 149 1.04e-111 310 WP_001218480.1
WP_003856083.1 WP_003856083.1 100.000 137 1.47e-101 283 WP_000331928.1
WP_003856096.1 WP_003856096.1 100.000 462 0.0 920 WP_000354896.1
WP_003856097.1 WP_003856097.1 100.000 89 3.21e-62 180 WP_000644124.1
WP_003856127.1 WP_003856127.1 100.000 293 0.0 580 WP_000280773.1
WP_003856229.1 WP_003856229.1 100.000 194 1.11e-143 394 WP_000413762.1
WP_003856236.1 WP_003856236.1 100.000 448 0.0 896 WP_000850585.1
WP_003856281.1 WP_003856281.1 100.000 554 0.0 1139 WP_000105241.1
WP_003856296.1 WP_003856296.1 100.000 273 0.0 542 WP_001041079.1
WP_003856367.1 WP_003856367.1 100.000 94 8.01e-68 194 WP_001174612.1
WP_003856385.1 WP_003856385.1 100.000 447 0.0 928 WP_000199560.1
WP_003856488.1 WP_003856488.1 100.000 310 0.0 629 WP_000403193.1
WP_003856488.1 WP_003856488.1 100.000 310 0.0 629 WP_001210007.1
WP_003856539.1 WP_003856539.1 100.000 521 0.0 1043 WP_000590301.1
WP_003856628.1 WP_003856628.1 100.000 253 0.0 506 WP_001107746.1
WP_003856680.1 WP_003856680.1 100.000 294 0.0 561 WP_000941421.1
WP_003856756.1 WP_003856756.1 100.000 425 0.0 860 WP_000022813.1
WP_003856790.1 WP_003856790.1 100.000 434 0.0 885 WP_000575527.1
WP_003856821.1 WP_003856821.1 100.000 188 1.16e-141 389 WP_000915958.1
WP_003856918.1 WP_003856918.1 100.000 114 1.67e-81 231 WP_001061591.1
WP_003856962.1 WP_003856962.1 100.000 446 0.0 929 WP_001122904.1
WP_003856980.1 WP_003856980.1 100.000 218 2.75e-166 453 WP_000200892.1
WP_003856990.1 WP_003856990.1 100.000 263 0.0 527 WP_000125408.1
WP_003856992.1 WP_003856992.1 100.000 296 0.0 569 WP_000637238.1
WP_003856994.1 WP_003856994.1 100.000 330 0.0 651 WP_000792163.1
WP_003857029.1 WP_003857029.1 100.000 633 0.0 1307 WP_000227862.1
WP_003857140.1 WP_003857140.1 100.000 253 0.0 507 WP_000105270.1
WP_003857140.1 WP_003857140.1 100.000 253 0.0 507 WP_000760673.1
WP_003857164.1 WP_003857164.1 100.000 97 3.35e-69 198 WP_000455867.1
WP_003857328.1 WP_003857328.1 100.000 136 1.70e-101 283 WP_000818207.1
WP_003857328.1 WP_003857328.1 100.000 136 1.70e-101 283 WP_000998307.1
WP_003857385.1 WP_003857385.1 100.000 150 6.97e-109 303 WP_001203672.1
WP_003857409.1 WP_003857409.1 100.000 89 2.08e-58 170 WP_000146947.1
WP_003857431.1 WP_003857431.1 100.000 242 0.0 495 WP_000005012.1
WP_003857431.1 WP_003857431.1 100.000 242 0.0 495 WP_000189477.1
WP_003857431.1 WP_003857431.1 100.000 242 0.0 495 WP_000323352.1
WP_003857431.1 WP_003857431.1 100.000 242 0.0 495 WP_000891772.1
WP_003857431.1 WP_003857431.1 100.000 242 0.0 495 WP_001229583.1
WP_003857444.1 WP_003857444.1 100.000 376 0.0 758 WP_001085462.1
WP_003857452.1 WP_003857452.1 100.000 201 1.03e-135 375 WP_000709032.1
WP_003857482.1 WP_003857482.1 100.000 89 3.09e-61 177 WP_001018251.1
WP_003857497.1 WP_003857497.1 100.000 308 0.0 597 WP_000759901.1
WP_003857500.1 WP_003857500.1 100.000 588 0.0 1184 WP_000814067.1
WP_003857531.1 WP_003857531.1 100.000 377 0.0 757 WP_000743672.1
WP_003857536.1 WP_003857536.1 100.000 230 4.68e-166 454 WP_000676515.1
WP_003857552.1 WP_003857552.1 100.000 297 0.0 597 WP_000189859.1
WP_003857828.1 WP_003857828.1 100.000 422 0.0 866 WP_000884253.1
WP_003857839.1 WP_003857839.1 100.000 509 0.0 1047 WP_000076776.1
WP_003857948.1 WP_003857948.1 100.000 77 1.92e-54 159 WP_000259249.1
WP_003858084.1 WP_003858084.1 100.000 164 3.83e-120 332 WP_001051747.1
WP_003858086.1 WP_003858086.1 100.000 300 0.0 598 WP_000625536.1
WP_003858089.1 WP_003858089.1 100.000 229 1.69e-170 465 WP_000571329.1
WP_003858119.1 WP_003858119.1 100.000 299 0.0 598 WP_000138517.1
WP_003858182.1 WP_003858182.1 100.000 221 2.94e-166 454 WP_000599104.1
WP_003858249.1 WP_003858249.1 100.000 165 5.77e-118 327 WP_000805601.1
WP_003858287.1 WP_003858287.1 100.000 530 0.0 1081 WP_000121704.1
WP_003858289.1 WP_003858289.1 100.000 211 2.34e-152 417 WP_000515972.1
WP_003858391.1 WP_003858391.1 100.000 209 4.56e-153 419 WP_000717501.1
WP_003858407.1 WP_003858407.1 100.000 83 1.09e-57 168 WP_000068664.1
WP_003858439.1 WP_003858439.1 100.000 54 4.40e-36 111 WP_001265622.1
WP_003858439.1 WP_003858439.1 100.000 54 4.40e-36 111 WP_001809104.1
WP_003858446.1 WP_003858446.1 100.000 88 7.22e-64 184 WP_000710764.1
WP_003858506.1 WP_003858506.1 100.000 264 0.0 541 WP_000153039.1
WP_003858584.1 WP_003858584.1 100.000 201 1.50e-142 392 WP_000915284.1
WP_003858595.1 WP_003858595.1 100.000 165 1.06e-120 334 WP_000256028.1
WP_003858683.1 WP_003858683.1 100.000 171 5.69e-122 337 WP_001034415.1
WP_003858683.1 WP_003858683.1 100.000 171 5.69e-122 337 WP_001042995.1
WP_003858683.1 WP_003858683.1 100.000 171 5.69e-122 337 WP_001231472.1
WP_003858706.1 WP_003858706.1 100.000 271 0.0 547 WP_000152703.1
WP_003858719.1 WP_003858719.1 100.000 127 7.91e-91 255 WP_000124836.1
WP_003858721.1 WP_003858721.1 100.000 64 2.32e-40 123 WP_001125943.1
WP_003858824.1 WP_003858824.1 100.000 316 0.0 634 WP_000120830.1
WP_003858824.1 WP_003858824.1 100.000 316 0.0 634 WP_000131158.1
WP_003858824.1 WP_003858824.1 100.000 316 0.0 634 WP_000726272.1
WP_003858824.1 WP_003858824.1 100.000 316 0.0 634 WP_001011637.1
WP_003858824.1 WP_003858824.1 100.000 316 0.0 634 WP_001103449.1
WP_003858824.1 WP_003858824.1 100.000 316 0.0 634 WP_001154152.1
WP_003858824.1 WP_003858824.1 100.000 316 0.0 634 WP_029645249.1
WP_003858826.1 WP_003858826.1 100.000 254 0.0 521 WP_000140951.1
WP_003858826.1 WP_003858826.1 100.000 254 0.0 521 WP_001096313.1
WP_003858828.1 WP_003858828.1 100.000 160 3.22e-120 332 WP_001280753.1
WP_003858829.1 WP_003858829.1 100.000 194 1.57e-142 391 WP_000706963.1
WP_003858849.1 WP_003858849.1 100.000 332 0.0 673 WP_000415103.1
WP_003858945.1 WP_003858945.1 100.000 381 0.0 785 WP_000183297.1
WP_003859211.1 WP_003859211.1 100.000 157 3.41e-116 322 WP_000029269.1
WP_003859211.1 WP_003859211.1 100.000 157 3.41e-116 322 WP_001216918.1
WP_003859220.1 WP_003859220.1 100.000 197 1.93e-148 406 WP_000613477.1
WP_003859269.1 WP_003859269.1 100.000 325 0.0 676 WP_000843716.1
WP_003859294.1 WP_003859294.1 100.000 136 1.28e-97 273 WP_000438289.1
WP_003859302.1 WP_003859302.1 100.000 101 8.12e-69 197 WP_000109141.1
WP_003859304.1 WP_003859304.1 100.000 88 7.14e-61 176 WP_000916509.1
WP_003859321.1 WP_003859321.1 100.000 432 0.0 873 WP_000254682.1
WP_003859327.1 WP_003859327.1 100.000 157 1.56e-113 315 WP_001003023.1
WP_003859343.1 WP_003859343.1 100.000 87 5.63e-58 169 WP_001274002.1
WP_003859440.1 WP_003859440.1 100.000 615 0.0 1263 WP_000066732.1
WP_003859450.1 WP_003859450.1 100.000 342 0.0 682 WP_000255768.1
WP_003859582.1 WP_003859582.1 100.000 275 0.0 563 WP_000875454.1
WP_003859586.1 WP_003859586.1 100.000 97 2.52e-66 191 WP_000257841.1
WP_003859631.1 WP_003859631.1 100.000 131 1.90e-96 270 WP_001140412.1
WP_003859832.1 WP_003859832.1 100.000 144 3.45e-103 288 WP_000691405.1
WP_003859897.1 WP_003859897.1 100.000 206 1.14e-148 408 WP_000271487.1
WP_003860043.1 WP_003860043.1 100.000 423 0.0 870 WP_000726149.1
WP_003860060.1 WP_003860060.1 100.000 325 0.0 676 WP_000010163.1
WP_003860060.1 WP_003860060.1 100.000 325 0.0 676 WP_001283813.1
WP_003860075.1 WP_003860075.1 100.000 203 1.27e-147 405 WP_000866703.1
WP_003860245.1 WP_003860245.1 100.000 284 0.0 584 WP_000173361.1
WP_003860253.1 WP_003860253.1 100.000 108 7.16e-74 211 WP_000237416.1
WP_003860289.1 WP_003860289.1 100.000 433 0.0 865 WP_001808482.1
WP_003860289.1 WP_003860289.1 100.000 433 0.0 865 WP_186004740.1
WP_003860361.1 WP_003860361.1 100.000 337 0.0 681 WP_000159382.1
WP_003860372.1 WP_003860372.1 100.000 363 0.0 729 WP_000724790.1
WP_003860401.1 WP_003860401.1 100.000 325 0.0 652 WP_001124777.1
WP_003860409.1 WP_003860409.1 100.000 193 9.90e-143 392 WP_000745389.1
WP_003860502.1 WP_003860502.1 100.000 319 0.0 664 WP_000400073.1
WP_003860588.1 WP_003860588.1 100.000 178 2.57e-127 352 WP_000086634.1
WP_003860590.1 WP_003860590.1 100.000 61 2.94e-39 120 WP_000057241.1
WP_003860639.1 WP_003860639.1 100.000 294 0.0 600 WP_000199188.1
WP_003860686.1 WP_003860686.1 100.000 169 1.04e-127 352 WP_000569828.1
WP_003860764.1 WP_003860764.1 100.000 284 0.0 570 WP_000192090.1
WP_003860808.1 WP_003860808.1 100.000 304 0.0 626 WP_000767464.1
WP_003860977.1 WP_003860977.1 100.000 133 1.66e-96 270 WP_000739253.1
WP_003861174.1 WP_003861174.1 100.000 124 4.50e-91 256 WP_000615765.1
WP_003861174.1 WP_003861174.1 100.000 124 4.50e-91 256 WP_001029580.1
WP_003861220.1 WP_003861220.1 100.000 165 5.52e-123 340 WP_000229874.1
WP_003861324.1 WP_003861324.1 100.000 216 4.08e-160 437 WP_000969302.1
WP_003861337.1 WP_003861337.1 100.000 124 1.38e-86 244 WP_000068050.1
WP_003861382.1 WP_003861382.1 100.000 365 0.0 748 WP_001282969.1
WP_003861660.1 WP_003861660.1 100.000 201 3.66e-147 404 WP_000712132.1
WP_003861694.1 WP_003861694.1 100.000 149 5.63e-107 298 WP_001273594.1
WP_003861701.1 WP_003861701.1 100.000 332 0.0 670 WP_000032273.1
WP_003861735.1 WP_003861735.1 100.000 285 0.0 578 WP_000895293.1
WP_003861738.1 WP_003861738.1 100.000 366 0.0 755 WP_000804659.1
WP_003861752.1 WP_003861752.1 100.000 394 0.0 807 WP_000705306.1
WP_003861890.1 WP_003861890.1 100.000 222 2.13e-168 459 WP_000201098.1
WP_003861938.1 WP_003861938.1 100.000 247 0.0 504 WP_000661480.1
WP_003862033.1 WP_003862033.1 100.000 436 0.0 890 WP_000952972.1
WP_003862103.1 WP_003862103.1 100.000 115 2.72e-82 233 WP_000631259.1
WP_003862208.1 WP_003862208.1 100.000 192 3.41e-137 378 WP_000850024.1
WP_003862210.1 WP_003862210.1 100.000 312 0.0 638 WP_001293838.1
WP_003862217.1 WP_003862217.1 100.000 1113 0.0 2254 WP_001126406.1
WP_003862248.1 WP_003862248.1 100.000 327 0.0 657 WP_000011310.1
WP_003862250.1 WP_003862250.1 100.000 334 0.0 685 WP_000260666.1
WP_003862252.1 WP_003862252.1 100.000 405 0.0 811 WP_001096747.1
WP_003862284.1 WP_003862284.1 100.000 481 0.0 1001 WP_000797068.1
WP_003862359.1 WP_003862359.1 100.000 447 0.0 852 WP_000359282.1
WP_003862391.1 WP_003862391.1 100.000 266 0.0 557 WP_000158639.1
WP_003862544.1 WP_003862544.1 100.000 212 3.83e-152 417 WP_000698434.1
WP_003862560.1 WP_003862560.1 100.000 200 1.63e-150 412 WP_000974746.1
WP_003862609.1 WP_003862609.1 100.000 315 0.0 638 WP_000686416.1
WP_003862621.1 WP_003862621.1 100.000 266 0.0 541 WP_001007202.1
WP_003862691.1 WP_003862691.1 100.000 437 0.0 906 WP_000666479.1
WP_003862850.1 WP_003862850.1 100.000 184 7.29e-132 363 WP_000170915.1
WP_003862874.1 WP_003862874.1 100.000 397 0.0 808 WP_000167757.1
WP_003862894.1 WP_003862894.1 100.000 193 1.72e-145 399 WP_001272941.1
WP_003862917.1 WP_003862917.1 100.000 548 0.0 1071 WP_000031573.1
WP_003862946.1 WP_003862946.1 100.000 513 0.0 1033 WP_000366713.1
WP_003863034.1 WP_003863034.1 100.000 313 0.0 636 WP_000855736.1
WP_003863097.1 WP_003863097.1 100.000 235 1.11e-174 476 WP_000590640.1
WP_003863105.1 WP_003863105.1 100.000 421 0.0 834 WP_000772229.1
WP_003863110.1 WP_003863110.1 100.000 297 0.0 610 WP_000043309.1
WP_003863118.1 WP_003863118.1 100.000 223 1.31e-166 454 WP_000361188.1
WP_003863129.1 WP_003863129.1 100.000 358 0.0 719 WP_001284589.1
WP_003863269.1 WP_003863269.1 100.000 368 0.0 746 WP_000649468.1
WP_003863416.1 WP_003863416.1 100.000 495 0.0 991 WP_000891470.1
WP_003863480.1 WP_003863480.1 100.000 333 0.0 647 WP_000777235.1
WP_003863507.1 WP_003863507.1 100.000 368 0.0 753 WP_010963246.1
WP_003863635.1 WP_003863635.1 100.000 124 3.65e-91 256 WP_001176227.1
WP_003863756.1 WP_003863756.1 100.000 484 0.0 982 WP_000158781.1
WP_003863776.1 WP_003863776.1 100.000 236 1.81e-170 465 WP_000849381.1
WP_003863777.1 WP_003863777.1 100.000 320 0.0 652 WP_001222228.1
WP_003863777.1 WP_003863777.1 100.000 320 0.0 652 WP_001234899.1
WP_003863777.1 WP_003863777.1 100.000 320 0.0 652 WP_001235014.1
WP_003863780.1 WP_003863780.1 100.000 321 0.0 644 WP_000351912.1
WP_004567523.1 WP_004567523.1 100.000 281 0.0 563 WP_000757154.1
WP_004567523.1 WP_004567523.1 100.000 281 0.0 563 WP_001084979.1
WP_004567596.1 WP_004567596.1 100.000 449 0.0 895 WP_000116479.1
WP_004567953.1 WP_004567953.1 100.000 417 0.0 853 WP_000331293.1
WP_004567954.1 WP_004567954.1 100.000 280 0.0 556 WP_001126999.1
WP_004567959.1 WP_004567959.1 100.000 302 0.0 613 WP_000569196.1
WP_006284182.1 WP_006284182.1 100.000 243 0.0 496 WP_000002996.1
WP_006285928.1 WP_006285928.1 100.000 194 7.03e-144 395 WP_000892185.1
WP_006286028.1 WP_006286028.1 100.000 188 8.75e-139 381 WP_000127471.1
WP_006286028.1 WP_006286028.1 100.000 188 8.75e-139 381 WP_000539991.1
WP_006286979.1 WP_006286979.1 100.000 172 4.32e-123 340 WP_001253803.1
WP_011013309.1 WP_011013309.1 100.000 524 0.0 1078 WP_000660618.1
WP_011013310.1 WP_011013310.1 100.000 394 0.0 796 WP_000266660.1
WP_011013311.1 WP_011013311.1 100.000 684 0.0 1408 WP_000037283.1
WP_011013311.1 WP_011013311.1 100.000 684 0.0 1408 WP_000134039.1
WP_011013320.1 WP_011013320.1 100.000 290 0.0 564 WP_000509847.1
WP_011013322.1 WP_011013322.1 100.000 123 1.08e-89 252 WP_001167211.1
WP_011013327.1 WP_011013327.1 100.000 563 0.0 1147 WP_001809622.1
WP_011013329.1 WP_011013329.1 100.000 318 0.0 640 WP_000724057.1
WP_011013329.1 WP_011013329.1 100.000 318 0.0 640 WP_000744528.1
WP_011013330.1 WP_011013330.1 100.000 283 0.0 543 WP_000559784.1
WP_011013330.1 WP_011013330.1 100.000 283 0.0 543 WP_000950018.1
WP_011013338.1 WP_011013338.1 100.000 259 0.0 523 WP_000677519.1
WP_011013341.1 WP_011013341.1 100.000 469 0.0 951 WP_000614538.1
WP_011013344.1 WP_011013344.1 100.000 451 0.0 913 WP_000406247.1
WP_011013364.1 WP_011013364.1 100.000 551 0.0 1103 WP_000769768.1
WP_011013396.1 WP_011013396.1 100.000 503 0.0 1038 WP_000682969.1
WP_011013430.1 WP_011013430.1 100.000 642 0.0 1310 WP_000199265.1
WP_011013442.1 WP_011013442.1 100.000 331 0.0 669 WP_000230202.1
WP_011013442.1 WP_011013442.1 100.000 331 0.0 669 WP_000789949.1
WP_011013443.1 WP_011013443.1 100.000 411 0.0 836 WP_000248710.1
WP_011013446.1 WP_011013446.1 100.000 138 4.58e-99 277 WP_000230399.1
WP_011013466.1 WP_011013466.1 100.000 263 0.0 533 WP_000701298.1
WP_011013466.1 WP_011013466.1 100.000 263 0.0 533 WP_000708370.1
WP_011013466.1 WP_011013466.1 100.000 263 0.0 533 WP_000929853.1
WP_011013472.1 WP_011013472.1 100.000 357 0.0 709 WP_000259256.1
WP_011013477.1 WP_011013477.1 100.000 279 0.0 547 WP_000753792.1
WP_011013477.1 WP_011013477.1 100.000 279 0.0 547 WP_001070908.1
WP_011013481.1 WP_011013481.1 100.000 341 0.0 695 WP_000777779.1
WP_011013484.1 WP_011013484.1 100.000 254 0.0 514 WP_001222592.1
WP_011013487.1 WP_011013487.1 100.000 340 0.0 692 WP_001140478.1
WP_011013490.1 WP_011013490.1 100.000 418 0.0 865 WP_001285241.1
WP_011013499.1 WP_011013499.1 100.000 775 0.0 1553 WP_000283783.1
WP_011013499.1 WP_011013499.1 100.000 775 0.0 1553 WP_000806705.1
WP_011013500.1 WP_011013500.1 100.000 218 1.90e-158 434 WP_000966743.1
WP_011013501.1 WP_011013501.1 100.000 250 0.0 496 WP_000263194.1
WP_011013502.1 WP_011013502.1 100.000 423 0.0 853 WP_001050241.1
WP_011013506.1 WP_011013506.1 100.000 344 0.0 694 WP_000542476.1
WP_011013529.1 WP_011013529.1 100.000 795 0.0 1621 WP_000762628.1
WP_011013529.1 WP_011013529.1 100.000 795 0.0 1621 WP_001040013.1
WP_011013529.1 WP_011013529.1 100.000 795 0.0 1621 WP_001180981.1
WP_011013534.1 WP_011013534.1 100.000 311 0.0 627 WP_000763053.1
WP_011013539.1 WP_011013539.1 100.000 260 0.0 540 WP_000244451.1
WP_011013552.1 WP_011013552.1 100.000 996 0.0 2022 WP_000179649.1
WP_011013557.1 WP_011013557.1 100.000 187 1.71e-139 383 WP_000684223.1
WP_011013558.1 WP_011013558.1 100.000 294 0.0 591 WP_001160819.1
WP_011013571.1 WP_011013571.1 100.000 353 0.0 718 WP_000833735.1
WP_011013572.1 WP_011013572.1 100.000 285 0.0 575 WP_000643971.1
WP_011013575.1 WP_011013575.1 100.000 193 1.81e-141 389 WP_000670146.1
WP_011013584.1 WP_011013584.1 100.000 478 0.0 953 WP_000664160.1
WP_011013584.1 WP_011013584.1 100.000 478 0.0 953 WP_001142502.1
WP_011013588.1 WP_011013588.1 100.000 385 0.0 789 WP_001134540.1
WP_011013589.1 WP_011013589.1 100.000 204 1.54e-152 417 WP_000922204.1
WP_011013589.1 WP_011013589.1 100.000 204 1.54e-152 417 WP_010963212.1
WP_011013593.1 WP_011013593.1 100.000 335 0.0 682 WP_000116181.1
WP_011013594.1 WP_011013594.1 100.000 345 0.0 707 WP_001292326.1
WP_011013597.1 WP_011013597.1 100.000 331 0.0 662 WP_001220853.1
WP_011013600.1 WP_011013600.1 100.000 274 0.0 568 WP_000375697.1
WP_011013616.1 WP_011013616.1 100.000 304 0.0 634 WP_000163693.1
WP_011013619.1 WP_011013619.1 100.000 755 0.0 1524 WP_000136310.1
WP_011013628.1 WP_011013628.1 100.000 418 0.0 857 WP_000697295.1
WP_011013630.1 WP_011013630.1 100.000 232 7.01e-167 456 WP_000520642.1
WP_011013630.1 WP_011013630.1 100.000 232 7.01e-167 456 WP_000697960.1
WP_011013632.1 WP_011013632.1 100.000 856 0.0 1701 WP_000595910.1
WP_011013640.1 WP_011013640.1 100.000 283 0.0 570 WP_000762485.1
WP_011013642.1 WP_011013642.1 100.000 350 0.0 706 WP_000575209.1
WP_011013644.1 WP_011013644.1 100.000 359 0.0 716 WP_000731179.1
WP_011013652.1 WP_011013652.1 100.000 268 0.0 516 WP_000447990.1
WP_011013673.1 WP_011013673.1 100.000 453 0.0 895 WP_001020311.1
WP_011013676.1 WP_011013676.1 100.000 350 0.0 707 WP_000743819.1
WP_011013678.1 WP_011013678.1 100.000 318 0.0 632 WP_000376736.1
WP_011013679.1 WP_011013679.1 100.000 145 3.96e-105 293 WP_001085809.1
WP_011013680.1 WP_011013680.1 100.000 236 1.15e-173 473 WP_001085675.1
WP_011013688.1 WP_011013688.1 100.000 171 2.37e-120 333 WP_001287278.1
WP_011013691.1 WP_011013691.1 100.000 1333 0.0 2734 WP_000228766.1
WP_011013694.1 WP_011013694.1 100.000 709 0.0 1452 WP_000090344.1
WP_011013696.1 WP_011013696.1 100.000 396 0.0 810 WP_001040724.1
WP_011013713.1 WP_011013713.1 100.000 370 0.0 741 WP_000377893.1
WP_011013717.1 WP_011013717.1 100.000 148 2.57e-105 293 WP_000766087.1
WP_011013724.1 WP_011013724.1 100.000 633 0.0 1310 WP_000138135.1
WP_011013730.1 WP_011013730.1 100.000 201 3.60e-150 411 WP_000092756.1
WP_011013731.1 WP_011013731.1 100.000 338 0.0 675 WP_000568988.1
WP_011013732.1 WP_011013732.1 100.000 163 1.16e-115 321 WP_000331494.1
WP_011013739.1 WP_011013739.1 100.000 414 0.0 826 WP_000699968.1
WP_011013744.1 WP_011013744.1 100.000 447 0.0 888 WP_000521411.1
WP_011013748.1 WP_011013748.1 100.000 361 0.0 745 WP_000648075.1
