WP_003854422.1	WP_003854422.1	100.000	72	1.81e-49	146
WP_003854425.1	WP_003854425.1	100.000	122	7.49e-87	244
WP_003854428.1	WP_003854428.1	100.000	134	1.19e-97	273
WP_003854533.1	WP_003854533.1	100.000	96	5.49e-67	192
WP_003854535.1	WP_003854535.1	100.000	147	7.88e-110	305
WP_003854537.1	WP_003854537.1	100.000	182	5.78e-133	366
WP_003854549.1	WP_003854549.1	100.000	165	3.36e-119	330
WP_003854559.1	WP_003854559.1	100.000	99	1.63e-68	196
WP_003854562.1	WP_003854562.1	100.000	99	1.11e-72	207
WP_003854562.1	WP_003858159.1	40.580	69	7.73e-11	50.4
WP_003854562.1	WP_003858209.1	36.923	65	5.99e-08	43.5
WP_003854562.1	WP_003863319.1	35.135	74	5.91e-06	38.5
WP_003854586.1	WP_003854586.1	100.000	230	1.48e-166	455
WP_003854586.1	WP_011014822.1	27.660	235	6.06e-20	81.3
WP_003854586.1	WP_003862544.1	28.033	239	2.27e-19	79.7
WP_003854586.1	WP_011015360.1	25.561	223	6.02e-12	59.3
WP_003854586.1	WP_003855418.1	33.051	118	3.34e-10	54.7
WP_003854586.1	WP_011013940.1	24.664	223	1.99e-07	46.6
WP_003854586.1	WP_011265935.1	38.333	60	3.82e-07	46.6
WP_003854586.1	WP_011015530.1	24.569	232	1.32e-06	44.3
WP_003854586.1	WP_003863097.1	37.879	66	3.11e-06	43.1
WP_003854626.1	WP_003854626.1	100.000	225	4.67e-158	433
WP_003854632.1	WP_003854632.1	100.000	360	0.0	731
WP_003854632.1	WP_003858826.1	42.917	240	2.97e-58	186
WP_003854632.1	WP_003857431.1	40.726	248	3.33e-56	180
WP_003854632.1	WP_003855103.1	40.724	221	1.07e-53	173
WP_003854632.1	WP_003858089.1	41.364	220	7.29e-49	161
WP_003854632.1	WP_011014807.1	34.601	263	8.98e-49	169
WP_003854632.1	WP_011014807.1	31.908	304	4.10e-36	134
WP_003854632.1	WP_011013642.1	35.581	267	1.08e-45	156
WP_003854632.1	WP_011015040.1	39.184	245	2.69e-45	158
WP_003854632.1	WP_011015040.1	31.722	331	9.26e-37	135
WP_003854632.1	WP_011015118.1	38.655	238	9.15e-45	158
WP_003854632.1	WP_011015118.1	36.237	287	6.84e-39	142
WP_003854632.1	WP_011015284.1	40.517	232	1.88e-44	150
WP_003854632.1	WP_011014379.1	36.515	241	2.77e-43	147
WP_003854632.1	WP_003860245.1	37.561	205	2.12e-40	140
WP_003854632.1	WP_011013479.1	35.417	240	5.92e-38	134
WP_003854632.1	WP_011265986.1	33.607	244	8.64e-38	140
WP_003854632.1	WP_003857536.1	35.749	207	2.43e-37	131
WP_003854632.1	WP_011013783.1	33.810	210	1.13e-36	129
WP_003854632.1	WP_011013851.1	31.174	247	3.94e-35	127
WP_003854632.1	WP_011013931.1	38.565	223	8.82e-35	124
WP_003854632.1	WP_011015140.1	29.185	233	2.21e-32	121
WP_003854632.1	WP_011014327.1	28.980	245	5.07e-30	115
WP_003854632.1	WP_011013984.1	32.432	222	5.38e-30	112
WP_003854632.1	WP_011014139.1	34.272	213	6.73e-29	114
WP_003854632.1	WP_011014139.1	28.750	240	3.63e-20	88.6
WP_003854632.1	WP_011015020.1	33.977	259	1.15e-28	113
WP_003854632.1	WP_011014212.1	31.944	216	2.47e-28	107
WP_003854632.1	WP_011015345.1	31.727	249	8.88e-28	107
WP_003854632.1	WP_011015221.1	34.440	241	3.97e-27	104
WP_003854632.1	WP_011014850.1	31.818	220	4.08e-27	105
WP_003854632.1	WP_011013996.1	28.311	219	2.26e-26	103
WP_003854632.1	WP_003861735.1	28.745	247	2.82e-26	102
WP_003854632.1	WP_011014450.1	30.374	214	7.50e-26	102
WP_003854632.1	WP_011013802.1	30.120	249	1.45e-25	100
WP_003854632.1	WP_011013985.1	30.667	225	1.23e-24	97.1
WP_003854632.1	WP_011013712.1	29.362	235	2.36e-24	100
WP_003854632.1	WP_011013712.1	28.054	221	5.86e-15	72.4
WP_003854632.1	WP_011014012.1	32.271	251	2.91e-23	97.4
WP_003854632.1	WP_003856445.1	29.870	231	6.47e-23	93.2
WP_003854632.1	WP_011013807.1	31.907	257	6.48e-23	93.2
WP_003854632.1	WP_011265940.1	30.769	221	1.04e-22	92.4
WP_003854632.1	WP_011014492.1	30.374	214	3.45e-22	90.9
WP_003854632.1	WP_011014011.1	32.143	252	7.40e-22	93.6
WP_003854632.1	WP_011014233.1	29.756	205	5.46e-21	90.5
WP_003854632.1	WP_011014233.1	27.053	207	5.68e-14	69.3
WP_003854632.1	WP_003862124.1	31.535	241	6.18e-21	90.1
WP_003854632.1	WP_003862124.1	36.872	179	4.12e-19	84.7
WP_003854632.1	WP_011014374.1	29.224	219	1.00e-20	86.7
WP_003854632.1	WP_011013698.1	28.571	245	2.67e-20	85.9
WP_003854632.1	WP_011014785.1	30.387	181	6.18e-20	84.0
WP_003854632.1	WP_011013622.1	29.954	217	1.02e-19	84.3
WP_003854632.1	WP_004567959.1	32.178	202	1.44e-18	81.6
WP_003854632.1	WP_011013333.1	29.958	237	1.83e-18	80.5
WP_003854632.1	WP_011014424.1	29.461	241	8.13e-18	81.3
WP_003854632.1	WP_011013906.1	25.926	216	1.95e-17	77.4
WP_003854632.1	WP_011265658.1	28.829	222	3.95e-17	79.0
WP_003854632.1	WP_011013968.1	29.694	229	1.06e-16	77.8
WP_003854632.1	WP_011013968.1	27.236	246	3.83e-13	67.0
WP_003854632.1	WP_003856990.1	26.050	238	2.90e-16	74.3
WP_003854632.1	WP_011014362.1	26.792	265	8.03e-16	75.1
WP_003854632.1	WP_011013338.1	29.064	203	1.19e-15	72.4
WP_003854632.1	WP_011015133.1	28.070	228	1.98e-15	73.9
WP_003854632.1	WP_011015133.1	25.283	265	2.15e-08	52.0
WP_003854632.1	WP_011014216.1	29.044	272	5.05e-15	71.2
WP_003854632.1	WP_011265869.1	27.897	233	8.18e-14	68.9
WP_003854632.1	WP_011014443.1	29.333	225	1.38e-13	68.2
WP_003854632.1	WP_011014443.1	22.467	227	1.01e-09	56.2
WP_003854632.1	WP_011013466.1	27.315	216	2.47e-13	65.9
WP_003854632.1	WP_011013331.1	27.854	219	7.45e-13	63.5
WP_003854632.1	WP_011015261.1	28.512	242	1.96e-12	62.8
WP_003854632.1	WP_011014865.1	36.788	193	4.75e-11	60.1
WP_003854632.1	WP_003856078.1	27.049	244	4.50e-10	55.8
WP_003854632.1	WP_011014540.1	23.902	205	6.42e-10	54.7
WP_003854632.1	WP_011014910.1	25.833	240	3.11e-09	54.7
WP_003854632.1	WP_011014910.1	28.571	182	1.14e-08	52.8
WP_003854632.1	WP_011014351.1	24.537	216	8.34e-09	53.1
WP_003854632.1	WP_020948580.1	44.928	69	2.75e-08	51.6
WP_003854632.1	WP_011014089.1	28.079	203	2.75e-08	51.6
WP_003854638.1	WP_003854638.1	100.000	223	7.65e-166	452
WP_003854638.1	WP_011265961.1	38.554	166	1.31e-31	112
WP_003854638.1	WP_011014753.1	33.333	135	5.70e-19	79.0
WP_003854639.1	WP_003854639.1	100.000	258	0.0	514
WP_003854640.1	WP_003854640.1	100.000	258	0.0	532
WP_003854640.1	WP_162467700.1	28.364	275	1.28e-19	82.4
WP_003854647.1	WP_003854647.1	100.000	157	4.74e-116	321
WP_003854667.1	WP_003854667.1	100.000	437	0.0	886
WP_003854667.1	WP_011015127.1	33.174	419	9.57e-64	207
WP_003854667.1	WP_011015376.1	28.162	419	3.54e-33	125
WP_003854670.1	WP_003854670.1	100.000	67	8.18e-48	142
WP_003854698.1	WP_003854698.1	100.000	424	0.0	839
WP_003854698.1	WP_011015561.1	30.769	403	2.93e-28	111
WP_003854698.1	WP_011014103.1	27.059	425	2.55e-13	67.8
WP_003854698.1	WP_011015098.1	25.275	364	1.35e-08	52.8
WP_003854698.1	WP_003862889.1	24.000	250	8.48e-07	47.0
WP_003854698.1	WP_011014092.1	23.380	355	2.97e-06	45.4
WP_003854698.1	WP_011015083.1	24.121	199	3.88e-06	45.1
WP_003854698.1	WP_003861178.1	25.161	155	5.46e-06	44.7
WP_003854700.1	WP_003854700.1	100.000	219	5.50e-159	435
WP_003854700.1	WP_011013417.1	27.604	192	4.78e-16	70.9
WP_003854734.1	WP_003854734.1	100.000	236	1.26e-169	463
WP_003854741.1	WP_003854741.1	100.000	335	0.0	650
WP_003854741.1	WP_003859383.1	45.938	320	4.16e-96	285
WP_003854745.1	WP_003854745.1	100.000	212	6.67e-161	439
WP_003854761.1	WP_003854761.1	100.000	99	1.32e-69	199
WP_003854772.1	WP_003854772.1	100.000	487	0.0	967
WP_003854772.1	WP_011014147.1	46.875	448	4.27e-142	412
WP_003854772.1	WP_011015308.1	29.009	424	1.58e-48	170
WP_003854772.1	WP_011013615.1	29.773	440	1.33e-46	166
WP_003854772.1	WP_011014299.1	31.605	405	4.31e-46	163
WP_003854772.1	WP_011015248.1	30.843	415	1.09e-44	160
WP_003854772.1	WP_003859734.1	28.636	440	9.80e-42	153
WP_003854772.1	WP_011015167.1	28.118	441	4.81e-37	138
WP_003854772.1	WP_041625642.1	28.012	332	1.42e-22	96.7
WP_003854772.1	WP_011015504.1	25.122	410	3.36e-21	92.8
WP_003854772.1	WP_011013368.1	24.752	404	6.92e-16	76.3
WP_003854772.1	WP_003862889.1	27.500	160	8.66e-10	57.0
WP_003854772.1	WP_011014146.1	25.698	179	1.21e-09	56.6
WP_003854772.1	WP_011014309.1	22.519	262	2.40e-08	52.4
WP_003854772.1	WP_011015577.1	23.560	191	1.40e-06	47.0
WP_003854804.1	WP_003854804.1	100.000	266	0.0	545
WP_003854804.1	WP_011014614.1	27.572	243	8.98e-19	79.7
WP_003854825.1	WP_003854825.1	100.000	101	4.68e-70	201
WP_003854831.1	WP_003854831.1	100.000	157	4.74e-116	321
WP_003854845.1	WP_003854845.1	100.000	271	0.0	530
WP_003854855.1	WP_003854855.1	100.000	80	5.60e-51	151
WP_003854856.1	WP_003854856.1	100.000	270	0.0	537
WP_003854858.1	WP_003854858.1	100.000	149	1.25e-102	287
WP_003854866.1	WP_003854866.1	100.000	358	0.0	725
WP_003854866.1	WP_003863507.1	39.474	342	1.80e-64	206
WP_003854891.1	WP_003854891.1	100.000	259	0.0	527
WP_003854900.1	WP_003854900.1	100.000	445	0.0	886
WP_003854913.1	WP_003854913.1	100.000	179	9.87e-130	358
WP_003854920.1	WP_003854920.1	100.000	284	0.0	595
WP_003854925.1	WP_003854925.1	100.000	295	0.0	610
WP_003854925.1	WP_011015596.1	85.959	292	0.0	526
WP_003854925.1	WP_011015093.1	33.898	177	1.35e-24	97.1
WP_003854925.1	WP_003859237.1	28.571	147	1.45e-10	56.6
WP_003854931.1	WP_003854931.1	100.000	131	1.14e-95	268
WP_003854943.1	WP_003854943.1	100.000	298	0.0	612
WP_003854992.1	WP_003854992.1	100.000	430	0.0	858
WP_003854992.1	WP_003863396.1	31.200	250	4.29e-22	94.4
WP_003854995.1	WP_003854995.1	100.000	193	4.70e-142	390
WP_003854998.1	WP_003854998.1	100.000	156	1.44e-114	317
WP_003855000.1	WP_003855000.1	100.000	164	2.55e-121	335
WP_003855001.1	WP_003855001.1	100.000	213	1.95e-161	441
WP_003855001.1	WP_003858163.1	37.895	190	2.74e-31	110
WP_003855001.1	WP_011013508.1	31.068	206	8.61e-22	85.1
WP_003855001.1	WP_003855298.1	30.899	178	2.62e-21	84.7
WP_003855001.1	WP_011013755.1	31.915	141	2.41e-11	57.0
WP_003855015.1	WP_003855015.1	100.000	55	7.97e-34	105
WP_003855021.1	WP_003855021.1	100.000	277	0.0	555
WP_003855021.1	WP_003853803.1	35.088	228	6.43e-23	92.0
WP_003855053.1	WP_003855053.1	100.000	291	0.0	581
WP_003855053.1	WP_003857458.1	52.653	245	1.09e-80	242
WP_003855074.1	WP_003855074.1	100.000	95	1.26e-64	186
WP_003855075.1	WP_003855075.1	100.000	47	4.20e-29	93.6
WP_003855083.1	WP_003855083.1	100.000	157	1.04e-112	313
WP_003855103.1	WP_003855103.1	100.000	230	2.40e-171	467
WP_003855103.1	WP_003854632.1	40.724	221	7.63e-54	173
WP_003855103.1	WP_003860245.1	40.741	216	3.98e-52	167
WP_003855103.1	WP_011013931.1	38.356	219	8.08e-47	151
WP_003855103.1	WP_003858826.1	39.056	233	9.48e-45	147
WP_003855103.1	WP_011013783.1	34.529	223	4.89e-44	144
WP_003855103.1	WP_003857431.1	40.359	223	2.74e-41	137
WP_003855103.1	WP_003858089.1	36.036	222	3.54e-41	137
WP_003855103.1	WP_003857536.1	32.743	226	4.75e-37	126
WP_003855103.1	WP_011014807.1	37.768	233	2.34e-36	131
WP_003855103.1	WP_011014807.1	34.894	235	2.01e-33	122
WP_003855103.1	WP_011015040.1	39.614	207	6.83e-36	129
WP_003855103.1	WP_011015040.1	36.538	208	3.52e-34	124
WP_003855103.1	WP_011014379.1	34.934	229	9.69e-34	119
WP_003855103.1	WP_011265986.1	35.622	233	4.34e-33	122
WP_003855103.1	WP_011013851.1	34.146	205	3.94e-31	113
WP_003855103.1	WP_011013479.1	33.333	210	2.44e-30	110
WP_003855103.1	WP_011013642.1	31.390	223	1.51e-29	109
WP_003855103.1	WP_011015118.1	33.476	233	2.59e-29	111
WP_003855103.1	WP_011015118.1	32.558	215	3.59e-27	105
WP_003855103.1	WP_011014850.1	31.250	224	1.74e-27	103
WP_003855103.1	WP_011015284.1	35.644	202	1.41e-26	100
WP_003855103.1	WP_011015140.1	31.633	196	4.26e-26	100
WP_003855103.1	WP_011014212.1	31.674	221	6.92e-26	97.8
WP_003855103.1	WP_011013996.1	31.222	221	2.87e-25	97.4
WP_003855103.1	WP_011014450.1	30.088	226	3.32e-24	95.1
WP_003855103.1	WP_011014374.1	33.333	204	5.00e-24	92.8
WP_003855103.1	WP_011013802.1	32.243	214	1.97e-22	89.0
WP_003855103.1	WP_011013333.1	31.925	213	2.16e-22	88.6
WP_003855103.1	WP_011014327.1	27.149	221	2.29e-22	90.9
WP_003855103.1	WP_011015020.1	32.035	231	3.85e-22	90.9
WP_003855103.1	WP_003861735.1	26.667	210	1.57e-20	84.3
WP_003855103.1	WP_011014785.1	30.387	181	6.31e-20	81.6
WP_003855103.1	WP_011013338.1	30.660	212	1.84e-19	80.9
WP_003855103.1	WP_011013985.1	26.991	226	3.70e-19	79.7
WP_003855103.1	WP_011015221.1	34.343	198	4.20e-19	80.1
WP_003855103.1	WP_011014233.1	28.384	229	5.83e-19	81.6
WP_003855103.1	WP_011014233.1	24.561	228	7.91e-10	54.7
WP_003855103.1	WP_011014139.1	32.367	207	8.54e-19	81.3
WP_003855103.1	WP_011014139.1	28.708	209	1.05e-12	63.5
WP_003855103.1	WP_003862124.1	32.039	206	2.15e-18	79.7
WP_003855103.1	WP_003862124.1	27.604	192	1.80e-10	56.6
WP_003855103.1	WP_003856990.1	27.966	236	2.55e-18	77.8
WP_003855103.1	WP_003856445.1	27.391	230	3.41e-18	77.4
WP_003855103.1	WP_011265940.1	29.596	223	3.87e-18	77.4
WP_003855103.1	WP_011014443.1	28.311	219	4.85e-18	79.0
WP_003855103.1	WP_011013331.1	27.354	223	8.89e-18	75.5
WP_003855103.1	WP_011265869.1	31.863	204	1.85e-16	74.3
WP_003855103.1	WP_011013622.1	26.724	232	2.96e-16	72.4
WP_003855103.1	WP_011013712.1	33.171	205	3.97e-16	73.2
WP_003855103.1	WP_011013712.1	25.333	225	1.61e-10	56.6
WP_003855103.1	WP_011014492.1	29.680	219	4.12e-16	71.6
WP_003855103.1	WP_011013698.1	29.000	200	2.48e-15	69.7
WP_003855103.1	WP_011014012.1	28.774	212	2.72e-15	70.9
WP_003855103.1	WP_011015345.1	24.895	237	6.23e-15	68.9
WP_003855103.1	WP_011013984.1	25.000	216	1.15e-14	67.4
WP_003855103.1	WP_011014865.1	32.642	193	3.56e-14	67.4
WP_003855103.1	WP_011013906.1	25.728	206	5.85e-14	65.5
WP_003855103.1	WP_011013807.1	30.622	209	6.95e-14	65.5
WP_003855103.1	WP_011015261.1	29.717	212	3.41e-13	63.2
WP_003855103.1	WP_011014011.1	26.549	226	5.92e-13	63.9
WP_003855103.1	WP_011013466.1	24.747	198	7.31e-13	62.8
WP_003855103.1	WP_011014000.1	35.294	102	1.36e-12	62.8
WP_003855103.1	WP_011014540.1	24.155	207	6.96e-12	58.9
WP_003855103.1	WP_020948580.1	48.387	62	1.15e-11	60.1
WP_003855103.1	WP_011014216.1	26.702	191	1.69e-10	56.2
WP_003855103.1	WP_004567959.1	25.592	211	2.07e-10	55.8
WP_003855103.1	WP_011265741.1	38.824	85	2.33e-10	56.2
WP_003855103.1	WP_011014424.1	21.596	213	2.71e-09	53.1
WP_003855103.1	WP_011013968.1	25.967	181	3.43e-09	52.8
WP_003855103.1	WP_011013968.1	27.374	179	4.49e-09	52.4
WP_003855103.1	WP_011014362.1	24.891	229	2.63e-08	50.1
WP_003855103.1	WP_011015133.1	25.424	236	3.42e-08	49.7
WP_003855103.1	WP_011014110.1	29.703	101	9.42e-08	48.5
WP_003855103.1	WP_003856078.1	26.778	239	2.21e-07	46.6
WP_003855103.1	WP_011265658.1	25.592	211	3.44e-07	46.6
WP_003855103.1	WP_011265694.1	37.838	74	7.09e-07	45.8
WP_003855103.1	WP_011014319.1	32.653	98	9.68e-06	42.4
WP_003855107.1	WP_003855107.1	100.000	363	0.0	741
WP_003855155.1	WP_003855155.1	100.000	241	6.99e-179	487
WP_003855171.1	WP_003855171.1	100.000	170	3.13e-119	330
WP_003855176.1	WP_003855176.1	100.000	208	3.17e-154	422
WP_003855176.1	WP_011265665.1	33.333	192	8.17e-18	77.8
WP_003855176.1	WP_011013761.1	28.780	205	9.51e-09	50.8
WP_003855176.1	WP_011014478.1	35.821	67	1.43e-06	44.3
WP_003855178.1	WP_003855178.1	100.000	348	0.0	701
WP_003855195.1	WP_003855195.1	100.000	116	1.15e-82	234
WP_003855203.1	WP_003855203.1	100.000	112	2.69e-81	230
WP_003855203.1	WP_011265756.1	34.328	67	3.31e-06	39.7
WP_003855208.1	WP_003855208.1	100.000	51	9.77e-34	105
WP_003855208.1	WP_011015592.1	69.231	52	7.09e-18	65.5
WP_003855208.1	WP_011015593.1	66.071	56	1.70e-16	62.0
WP_003855212.1	WP_003855212.1	100.000	60	6.02e-40	121
WP_003855212.1	WP_011014401.1	71.111	45	2.01e-15	61.2
WP_003855213.1	WP_003855213.1	100.000	508	0.0	1008
WP_003855213.1	WP_011265978.1	36.441	472	8.55e-87	272
WP_003855225.1	WP_003855225.1	100.000	335	0.0	681
WP_003855225.1	WP_011014888.1	34.911	338	9.75e-41	142
WP_003855225.1	WP_011015602.1	31.392	309	3.98e-39	138
WP_003855225.1	WP_011013436.1	23.387	248	7.37e-13	65.1
WP_003855225.1	WP_011013439.1	25.208	361	1.31e-07	48.9
WP_003855225.1	WP_011013443.1	28.141	199	8.52e-06	43.5
WP_003855276.1	WP_003855276.1	100.000	67	2.99e-42	128
WP_003855276.1	WP_003860938.1	71.642	67	7.14e-30	97.1
WP_003855276.1	WP_011015540.1	58.462	65	4.78e-21	74.7
WP_003855276.1	WP_011015527.1	42.424	66	3.62e-07	39.7
WP_003855284.1	WP_003855284.1	100.000	494	0.0	1018
WP_003855298.1	WP_003855298.1	100.000	224	4.49e-170	463
WP_003855298.1	WP_003855001.1	30.899	178	2.75e-21	84.7
WP_003855298.1	WP_011013508.1	31.034	145	9.07e-12	58.5
WP_003855298.1	WP_003858163.1	25.490	153	2.32e-09	52.0
WP_003855300.1	WP_003855300.1	100.000	317	0.0	650
WP_003855300.1	WP_011013820.1	25.778	225	5.70e-15	70.9
WP_003855307.1	WP_003855307.1	100.000	379	0.0	757
WP_003855308.1	WP_003855308.1	100.000	307	0.0	629
WP_003855308.1	WP_011014352.1	42.264	265	1.08e-62	197
WP_003855308.1	WP_011013584.1	29.851	134	3.12e-07	47.8
WP_003855308.1	WP_011014134.1	47.170	53	3.94e-06	44.3
WP_003855313.1	WP_003855313.1	100.000	317	0.0	656
WP_003855313.1	WP_011015508.1	29.930	284	4.49e-29	112
WP_003855320.1	WP_003855320.1	100.000	47	1.01e-26	87.4
WP_003855336.1	WP_003855336.1	100.000	394	0.0	796
WP_003855338.1	WP_003855338.1	100.000	178	3.62e-132	364
WP_003855341.1	WP_003855341.1	100.000	193	3.52e-138	380
WP_003855344.1	WP_003855344.1	100.000	87	5.67e-59	171
WP_003855345.1	WP_003855345.1	100.000	69	1.11e-44	134
WP_003855379.1	WP_003855379.1	100.000	341	0.0	663
WP_003855379.1	WP_011014234.1	29.043	303	7.03e-25	99.0
WP_003855408.1	WP_003855408.1	100.000	237	1.19e-176	481
WP_003855411.1	WP_003855411.1	100.000	149	1.66e-109	304
WP_003855418.1	WP_003855418.1	100.000	218	5.95e-158	432
WP_003855418.1	WP_003854586.1	33.051	118	3.17e-10	54.7
WP_003855418.1	WP_011013867.1	33.036	112	5.63e-09	50.8
WP_003855418.1	WP_003863097.1	29.915	117	1.79e-06	43.9
WP_003855465.1	WP_003855465.1	100.000	257	0.0	514
WP_003855480.1	WP_003855480.1	100.000	100	7.82e-72	205
WP_003855480.1	WP_011013354.1	38.333	60	2.61e-10	49.3
WP_003855491.1	WP_003855491.1	100.000	167	3.53e-121	335
WP_003855492.1	WP_003855492.1	100.000	368	0.0	731
WP_003855492.1	WP_011013593.1	25.000	348	5.54e-14	68.6
WP_003855494.1	WP_003855494.1	100.000	568	0.0	1164
WP_003855494.1	WP_011013532.1	30.171	527	3.04e-67	223
WP_003855494.1	WP_011265702.1	25.665	526	1.52e-34	134
WP_003855494.1	WP_003859440.1	25.894	587	1.04e-29	120
WP_003855494.1	WP_011013660.1	27.762	353	4.86e-21	91.7
WP_003855494.1	WP_011015452.1	22.621	557	1.06e-14	73.6
WP_003855494.1	WP_011015325.1	25.410	366	7.21e-09	55.1
WP_003855496.1	WP_003855496.1	100.000	248	0.0	506
WP_003855496.1	WP_003859329.1	30.000	190	2.86e-12	60.8
WP_003855497.1	WP_003855497.1	100.000	413	0.0	839
WP_003855497.1	WP_179300924.1	32.203	236	5.17e-26	106
WP_003855497.1	WP_011015245.1	32.889	225	9.96e-25	102
WP_003855497.1	WP_011015529.1	28.947	228	2.23e-23	97.4
WP_003855497.1	WP_011013941.1	31.556	225	5.30e-21	90.9
WP_003855497.1	WP_011013525.1	30.041	243	2.50e-20	89.4
WP_003855497.1	WP_011015290.1	28.936	235	2.27e-17	79.7
WP_003855504.1	WP_003855504.1	100.000	268	0.0	520
WP_003855505.1	WP_003855505.1	100.000	270	0.0	539
WP_003855509.1	WP_003855509.1	100.000	63	9.10e-43	129
WP_003855542.1	WP_003855542.1	100.000	33	1.92e-15	58.2
WP_003855543.1	WP_003855543.1	100.000	355	0.0	725
